,Name,Description,Date,Time,Location,Price,URL
1,Story Salon I Meant What I Said,"Story Salon is an opportunity for Los Angeles area storytellers to get on stage and share!
Each week is filled with 5-7 minute stories on a variety topics and themes. Laugh, cry, and sihg along with us as we go along with each story teller on stage.
This week, we're exploring times where someone means what they said... In fact, you meant it when you said you'd come?
Story Salon has handpicked some talented storytellers for this exciting theme that are coming soon!
Don't miss this opportunity to spend the night listening to good stories with good folks. Grab your friends and join us for a night of laughter, reflection, and unforgettable storytelling!
Come by! And join our fun little community!
Tickets can be purchased at the door or on Eventbrite!",Aug 21,7:30PM - 9:00PM,The Art Parlor,,https://www.discoverlosangeles.com/event/2024/08/21/story-salon-i-meant-what-i-said
2,Las Shakespeare In The Park As You Like It,"Pack your picnic basket, shake out your blanket, and grab your friends & family by the hand. LA’s Shakespeare in the Park returns for an ENTIRE summer of free theater under the stars! Fall in love this summer with our As You Like It, a screwball romantic comedy with songs inspired by 1930’s crooner, Al Bowlly.
About the Griffith Park Free Shakespeare Festival:
The Festival is 8 weeks of your best summer nights! New this year: an immersive prologue ongoing from 6 pm. The performance of As You Like It begins at 7 pm. Enter the Forest of Arden as you walk up the hill of the Old Zoo, past the abandoned bear caves. Our performance site is the dell at the top of the hill. Special pre-show events like Dress Up Nights, family workshops, salons are more are also happening. All the details are at our website: iscla.org
About As You Like It:
Irrepressible cousins, Rosalind and Celia, fall afoul of the Duke, and make their escape into the Forest of Arden. There, they discover a world of vivid characters and romantic possibilities. When class and gender boundaries shatter, they discover both themselves and a beguiling truth: transformation is always possible.",Aug 22,6:00PM - 10:00PM,Old Los Angeles Zoo,,https://www.discoverlosangeles.com/event/2024/08/22/las-shakespeare-in-the-park-as-you-like-it
3,Rooftop Rhythms Jazz Nights,"The Beverly Hilton's CIRCA 55 Rooftop Restaurant + Lounge offers weekly live music, alternating between Sunset Happy Hour with a live DJ or an elegant Jazz Night. From now until October, locals can relish the warm summer nights with live music and a drink in hand, backdropped by breathtaking views of the Los Angeles nighttime skyline.
Jazz Nights: Jazz up Friday nights with live music, complemented by guests’ choice of whisky, vodka, wine or champagne tasting. The event goes from 6:30-10:30 p.m. – featuring a live band – and discounts on drinks on the rocks, cocktails and bar bites.",Aug 9,6:30PM - 10:30PM,CIRCA 55 Rooftop Restaurant + Lounge at The Beverly Hilton,,https://www.discoverlosangeles.com/event/2024/08/09/rooftop-rhythms-jazz-nights
4,Dapper Puss 2Nd Anniversary Open Stage Brunch,"Get ready for a day of talent on August 10th!
Join us in celebrating 2 years of @dapperpussent with our FIRST EVER OPEN STAGE event!
All ages welcome, sober-friendly, and enjoy complimentary Sparkling Wine with table purchases!
Doors open at 12pm, show starts at 12:45pm at @mamashelterla. Hosted by the fabulous @mscoralreefer.
Featuring a stellar lineup of drag performers including:
@ruinsrosso
@mialikeyig
@mx.mommyissues
@justyncaze
@itssusanstarr
@imaraxchique
@jaxsynwolfsbane
@reks.creations
Tickets available now at DAPPERPUSSDK.COM - don't miss out on this unforgettable brunch!",Aug 10,12:00PM - 4:00PM,MAMA SHELTER LA,$5 KIDS(3-12) ,https://www.discoverlosangeles.com/event/2024/08/10/dapper-puss-2nd-anniversary-open-stage-brunch
5,John Waters Pope Of Trash Tours,"Dive into the unique, filthy, and laugh-out-loud world of John Waters with museum educators every Friday as they engage on films and objects in brief, 30-minute guided tours. These tours will cover a brief exploration into Waters’s process, style, and films as a writer, director, producer, cinematographer, and editor.",Aug 4,11:00AM - 2:30PM,Academy Museum of Motion Pictures,,https://www.discoverlosangeles.com/event/2024/08/04/john-waters-pope-of-trash-tours
6,Nest Healing Art Studio,"Nest is a free program consisting of an an hour of mindful, judgement-free art making. Mindfulness practices, both in meditation and in art, can help our ability to regulate our feelings, decrease stress, and focus our attention. No art expertise needed. A project suggestion will be given, but not required. Nest is intended for teens and adults. Please register in advance using the link below.",Aug 4,2:00PM - 3:00PM,ARTree Community Arts Center,,https://www.discoverlosangeles.com/event/2024/08/04/nest-healing-art-studio
7,Los Angeles Dodgers Vs Pittsburgh Pirates,Los Angeles Dodgers vs. Pittsburgh Pirates,Aug 11,1:00PM - 4:00PM,Dodger Stadium,$500 ,https://www.discoverlosangeles.com/event/2024/08/11/los-angeles-dodgers-vs-pittsburgh-pirates
8,Native Voices 30Th Festival Of New Plays,"It’s our Anniversary! Can you believe it has been 30 years of Native Voices? What started as a small festival celebrating three Indigenous playwrights in 1994 has grown to become one of the most renowned Native theaters in the country. In 2024, we are celebrating our 30th Festival of New Plays, our 15th Short Play Festival, our first EMBERS: Young Native Playwrights program, our first Director Mentorship program, and our 30th World Premiere production. We would not be able to do this without your support! To honor this momentous occasion, Native Voices will be hosting our 30th anniversary party during the Festival of New Plays.
As part of Native Voices 10-day Playwrights Retreat, playwrights are partnered with an artistic team and company of actors to explore their scripts. The residency culminates with the Festival of New Plays, where each play is presented as a staged reading at the Autry and La Jolla Playhouse.
We invite you, beloved audience and theatre lovers, to share a toast with us as we welcome two new works: ""Never Say Die"" by Jennifer Bobiwash and ""Feast for the Dead"" by Madeline Easley.
Play Synopsis for ""Never Say Die:"" After a decade and a half of self-imposed detachment, the world's standstill prompts one woman to revisit her past. Returning to the hometown she once walked away from, she is reunited with old friends and family members stirring a mix of emotions, memories, and tensions. Is blood thicker than water? Can we break past cycles or are we doomed to repeat them?
Play Synopsis for ""Feast for the Dead:"" After the fall of the Indian Child Welfare Act in the days leading up to the zombie apocalypse, Kay was illegally adopted out of her Tribe by a wealthy family who then abandoned her when they escaped the carnage by sea. Seven years later, Kay is a thriving citizen of a Confederacy of Tribes who took over governance of Turtle Island after the settler government fell. Just as suddenly as they appeared, the zombies disintegrate, and the one percent return from the sea, ready to re-colonize. The only solution? Revive the centuries-old, Huron-Wendat tradition of holding a Feast for the Dead.",Aug 9,4:00PM - 8:30PM,Autry Museum in Griffith Park,,https://www.discoverlosangeles.com/event/2024/08/09/native-voices-30th-festival-of-new-plays
9,Family Fun Fridays,"Looking to fill your summer with fun, exciting activities while also learning more about clay? Come to AMOCA this summer for our Family Fun Fridays, where we will offer educational clay activities, scavenger hunts, and undeniable fun for families and caregivers.
AMOCA’s Family Fun Fridays, offered monthly, are for all ages and everyone is welcome. Both adults and children will be given supplies to participate in the art project. Children must be accompanied by a paying adult. The fee includes museum admission as well as workshop materials for both children and adults.",Jun 21,11:00AM - 3:30PM,American Museum of Ceramic Art,$10 ,https://www.discoverlosangeles.com/event/2024/06/21/family-fun-fridays
10,Chicken Stories,Playwright/director Marcus Folmar describes his new play Chicken Stories this way: “A collection of hilarious and at times biting vignettes that examine the culture and times through the unexpected yet undeniably relatable (and historically relevant) lens of chicken.”,Aug 9,7:30PM - 9:05PM,The Broadwater Main Stage,$35 ,https://www.discoverlosangeles.com/event/2024/08/09/chicken-stories
11,Happily Fest %E2%80%94 Where Creators And Crews Unite,"Happily Fest is a summit for experience economy pioneers to connect with each other, explore new cultural frontiers, and empower the next gen to think more critically about the social, economic and environmental impacts of when people gather.
Our inaugural Fest dives into the theme of Reinvention — a little documented process yet essential one to maintaining relevancy and fighting boredom in a fast paced, automated world. Join us as we surf along the big picture and the small nuanced details of bringing new life to established skills.
For more info and tickets at happilyfest.com",Aug 14,9:00AM - 3:00PM,LEVEL 8,,https://www.discoverlosangeles.com/event/2024/08/14/happily-fest-%E2%80%94-where-creators-and-crews-unite
12,Chicken Stories,Playwright/director Marcus Folmar describes his new play Chicken Stories this way: “A collection of hilarious and at times biting vignettes that examine the culture and times through the unexpected yet undeniably relatable (and historically relevant) lens of chicken.” Produced by Marcus Folmar and Reggie Currelley.,Aug 17,7:30PM - 9:05PM,The Broadwater Main Stage,$35 ,https://www.discoverlosangeles.com/event/2024/08/17/chicken-stories
13,Beyond The Streets Presents Estevan Oriol Teen Angel Dedicated To You 0,"Beyond the Streets presents Estevan Oriol & Teen Angel: Dedicated to You. The exhibition brings together two of the most influential forces that have chronicled and shaped the essence and legacy of Chicano culture. Meticulously curated, highlighting the rich history and vibrant community of Los Angeles, the show highlights Estevan Oriol's evocative photography and the influential legacy of Teen Angel Magazine in Chicano art, lowrider culture, and tattoo artistry. The public opening is on June 29, 2024, from 11 AM to 6 PM, and the exhibition will be on view until September 15, 2024. Exclusive merchandise, including a special issue of Teen Angel Magazine, will be available.
BEYOND THE STREETS
Estevan Oriol & Teen Angel: Dedicated to You
Public Reception
Saturday
June 29, 2024
11 AM - 6 PM
On view through September 15, 2024
434 N La Brea Ave, Los Angeles, CA
www.beyondthestreets.com",Aug 23,11:00AM - 6:00PM,Beyond the Streets,,https://www.discoverlosangeles.com/event/2024/08/23/beyond-the-streets-presents-estevan-oriol-teen-angel-dedicated-to-you-0
14,Join Jay Ellis And Issa Rae For A Night Of Entertainment Laughter And More,"Malik Books is excited to announce an exclusive book release party and a live conversation with Jay Ellis and Issa Rae on Tuesday, August 13, 2024, at 7:00 PM inside The Miracle Theater (226 S Market St, Inglewood St., Inglewood, CA 90301). The event will feature Ellis' new memoir, ""Did Everyone Have an Imaginary Friend (or Just Me)?: Adventures in Boyhood,"" which explores his childhood experiences and a live performance by Jay Ellis.
 ""This memoir blends humor and heart in a way that resonates deeply with readers,"" said Malik Muhammad, Co-owner of Mailk Books. ""Jay Ellis has crafted a narrative that is both hilarious and poignant, offering a unique perspective on growing up with an imaginary best friend.""
 Join us for an unforgettable night as Issa Rae and Jay Ellis take the stage once again, promising an evening of entertainment and laughter. Stick around after the book talk for a signing session and possible photo opportunities with the author.
 ""The chemistry between Issa Rae and Jay Ellis is electric,"" said April Muhammad, Co-owner of Mailk Books. ""This event promises to be not only entertaining but also insightful as we delve into the themes explored in 'Did Everyone Have an Imaginary Friend (or Just Me)?: Adventures in Boyhood.'""
 General admission tickets provide admission, 2nd-level seating, and a signed copy of Jay Ellis' memoir. 
 VIP tickets include floor seating, a signed copy of Jay Ellis' memoir, and access to a backstage after-party featuring music, dancing, and networking opportunities.
 Backstage After Party: Attendees must purchase a General Admission Ticket to the event. The backstage party will commence after the conclusion of the ""Jay Ellis in Conversation with Issa Rae"" event. The After Party will be hosted backstage and will include a live DJ, networking, and drinks. It's a great opportunity to mingle with book lovers and individuals in the entertainment industry, as well as professionals, and enjoy a night of dancing.
 Don't miss the chance to meet Jay Ellis and Issa Rae in person. Purchase your tickets now for what promises to be an unforgettable night of entertainment. Visit www.Malikbooks.com for tickets or click here.
 For more information on pre-ordering ""Did Everyone Have An Imaginary Friend (Or Just Me)?"" please visit www.malikbooks.com/events.
 For interview requests or to obtain media credentials, please click here or send your request to PR@TheSibleyFirm.biz.",Aug 13,7:00PM - 9:00PM,The Miracle Theater,$58 ,https://www.discoverlosangeles.com/event/2024/08/13/join-jay-ellis-and-issa-rae-for-a-night-of-entertainment-laughter-and-more
15,Summer Concerts At Manhattan Village,"Summer Concerts are back! Enjoy live music every Thursday night starting July 11 – August 29, 6 PM – 8 PM in the Plaza. Dine at one of our sensational restaurants or dine al fresco in the Plaza.",Aug 8,6:00PM - 8:00PM,Manhattan Village,,https://www.discoverlosangeles.com/event/2024/08/08/summer-concerts-at-manhattan-village
16,Beyond The Streets Presents Estevan Oriol Teen Angel Dedicated To You,"Beyond the Streets presents Estevan Oriol & Teen Angel: Dedicated to You. The exhibition brings together two of the most influential forces that have chronicled and shaped the essence and legacy of Chicano culture. Meticulously curated, highlighting the rich history and vibrant community of Los Angeles, the show highlights Estevan Oriol's evocative photography and the influential legacy of Teen Angel Magazine in Chicano art, lowrider culture, and tattoo artistry. The public opening is on June 29, 2024, from 11 AM to 6 PM, and the exhibition will be on view until September 15, 2024. Exclusive merchandise, including a special issue of Teen Angel Magazine, will be available.
BEYOND THE STREETS
Estevan Oriol & Teen Angel: Dedicated to You
Public Reception
Saturday
June 29, 2024
11 AM - 6 PM
On view through September 15, 2024
434 N La Brea Ave, Los Angeles, CA
www.beyondthestreets.com",Aug 17,11:00AM - 6:00PM,Beyond the Streets,,https://www.discoverlosangeles.com/event/2024/08/17/beyond-the-streets-presents-estevan-oriol-teen-angel-dedicated-to-you
17,Usc Football Vs Utah St Home Opener,USC hosts Utah St. for its 2024 home opener at the Coliseum. ,Sep 7,8:00PM - 10:00PM,Los Angeles Memorial Coliseum,$250 ,https://www.discoverlosangeles.com/event/2024/09/07/usc-football-vs-utah-st-home-opener
18,Honeymoon Suite With Apologies To Neil Simon,"There’s a subtitle to this show: “(with apologies to Neil Simon)”.There are certain obvious parallels to Honeymoon Suite and three of the late Simon’s plays: There are three couples, and each of them will experience pivotal moments in their relationship that will affect their marital destiny.
The stories in this show, however, are all new.
Evy and Oscar have eloped. One of them is a soldier who is about to be deployed. Evy and Oscar will have to cram a honeymoon into a severely restricted amount of time.
Mike is with his new (and second) wife Katie. Mike isn’t sure whether or not he had carnal relations with another woman at his bachelor party. It’s all a haze, now. Did he or didn’t he? The answer comes from an unexpected quarter.
Becca’s besties are there to console her, as it looks like Jeff jilted her at the altar. But is that what happened, really?
The cast includes Jerry Campisi, Whitney Montgomery, Chris Periko, Lilly Weak, Lindsay Shelton, Piper Major, Grace Neiswander, Pete Navis, Stevie Kincheloe, Lindsay Gentile, Erin Astin, and Alex Borja.
Written by Kelli Bowlden. Directed by Jenna Hoffmann. Presented by SkyPilot Theatre Company.",Aug 17,8:00PM - 10:00PM,905 Cole Theater,$40 ,https://www.discoverlosangeles.com/event/2024/08/17/honeymoon-suite-with-apologies-to-neil-simon
19,Oh L%C3%A0 L%C3%A0 Loulou Rooftop Restaurant And Lounge In Santa Monica Launches %E2%80%9Cdisco,"DISCO QUEEN!
Launching March 21st, “Disco Queen” is the hottest new disco and drag party on the Westside taking place every Thursday night at LouLou in Santa Monica. Inspired by its namesake, Disco Queen pays homage to the (in)famous Disco Queen nights in Paris filled with disco balls, smooth grooves, and over-the-top talent. The top Drag Queens on the planet will host the hottest night out in Santa Monica with resident DJ ARA playing the classic Disco Hits of Donna Summer, Diana Ross, Prince, Michael Jackson, Earth Wind & Fire, Chic, Sister Sledge, and many more.
The launch event will feature a special performance by RuPaul’s Drag Race fan favorite, Morgan McMichaels, who is guaranteed to get people on the dance floor. Bottle service and table reservations are strongly encouraged. https://www.loulousantamonica.com/
About LouLou Rooftop Restaurant and Lounge
Loulou is a French & Californian restaurant that combines food, music, entertainment, fashion, and Art into one destination. The rooftop restaurant and lounge transports you from the heart of Santa Monica to the French Riviera. Enjoy California sunsets and ocean views while sipping your favorite cocktail. LouLou is open seven days a week with a continuous service:
Monday to Wednesday: 11:30 a.m. - 11:00 p.m.
Thursday to Saturday: 11:30 a.m. -12:00 a.m.
Sundays: 11:30 a.m. - 10:00 p.m.
Golden Hour is M-F: 3 - 6:00 p.m.
Disco Queen: The Westside’s hottest new gay-friendly disco and drag party every Thursday starting at 6:00 p.m.
After Work Happy Hour (at the bar only): M-F 12 - 7:00 p.m.
“Pardon My French” Weekend Brunch: 11:30 a.m. - 4:30 p.m.
LouLou Rooftop Restaurant-Lounge is located at 395 Santa Monica Place #300 Santa Monica, CA, 90401. There is free 90-min parking in the surrounding city parking structures.
More info: https://www.loulousantamonica.com/",Mar 21,6:00PM - 12:00AM,Loulou Rooftop Restaurant & Lounge,,https://www.discoverlosangeles.com/event/2024/03/21/oh-l%C3%A0-l%C3%A0-loulou-rooftop-restaurant-and-lounge-in-santa-monica-launches-%E2%80%9Cdisco
20,Dining In The Dark A Unique Blindfolded Dining Experience At City Club,"How about getting tickets to Dining in the Dark for your loved ones with our gift card? Check it out here
A unique dining experience you can enjoy with your partner, family and friends
Eating while blindfolded will heighten your senses of taste and smell
• A secret 3-course menu, that includes appetizer, main, and dessert, for you to discover on the evening
With a blindfold as a gateway, taste and aroma intensify, transforming each bite into an extraordinary adventure. Enter a realm of sensory delight where an intimate setting invites you to break away from routine and relearn how to use your taste buds. Get your tickets now for Dining in the Dark, an unparalleled encounter that transforms dining into a thrilling journey of discovery!
Menu options
Red Menu (Meat)
Blue Menu (Seafood)
Green Menu (Vegan)
After you purchase your tickets, please indicate your dietary requirements using the form provided. This action is mandatory!
Experience information
Exchanges are permitted up to 72 hours before the start time
Ages 12+. Anyone under the age of 16 must be accompanied by an adult.
A $16 per person food service charge plus city tax, as well as any drinks purchased and 20% drink service charge, is not included and will be collected by the venue and distributed to the service team.
Book a private group experience here
Check out the link here for additional FAQs here
Please note, there is a dress code for this venue. See below:
Business Casual Men - Collared shirt (including polo shirt) tucked in, slacks (or khakis) and closed-toe leather dress shoes (or equivalent military or public agency uniform or native attire). A jacket is not required. Casual dress does not include shorts of any kind, tattered or worn blue jeans, or similar outerwear, or t-shirts, sleeveless or non-collared shirts, or traditional dress/sport shirts with shirt-tails left untucked.
Women - Dress, skirt, pantsuit, slacks or denim and blouse, sweater or top and dress shoes including open or closed-toe shoes, mules, loafer and dressy sandals (or equivalent military or public agency uniform or native dress). Casual dress does not include shorts of any kind, tattered or worn blue jeans, or similar outerwear, or t-shirts.
Please choose the restrictions based on your chosen gender. If you have any questions, please reach out to hello@feverup.com
Reviews
Lori M. : ""Food was great! Definitely a great experience.""
Kathleen D. : ""Such fun and wonderful flavors""
Gina C. : ""We had an AMAZING time!! Staff was wonderful and food was INCREDIBLE! Thank you for putting on a memorable evening""",Aug 16,6:00PM - 7:15PM,City Club Los Angeles,$70.08 ,https://www.discoverlosangeles.com/event/2024/08/16/dining-in-the-dark-a-unique-blindfolded-dining-experience-at-city-club
21,Selena Paint Night At 18 Social Hotel Indigo Los Angeles Downtown,"Join us for an unforgettable night @18 Social DTLA with incredible SKYLINE VIEWS as we pay tribute to the iconic Selena Quintanilla with our special Selena Paint Night. We will ""Bidi Bidi Bum Bum"" as we paint, and celebrate the legacy of ""The Queen of Tejano Music"". Your ticket includes (1) El Cristiano Tequila Cocktail; It's a perfect blend of creativity, culture, and celebration!
Whether you're an aspiring artist or just looking for a magical night out, this paint night is tailored for everyone. This paint session is beginner friendly; all canvases are pre-outlined. We provide all the necessary materials, so you can focus on bringing your canvas to life.
We will also be hosting a special costume contest, so come dressed in your best Selena inspired outfit.",Aug 15,6:00PM - 9:30PM,Hotel Indigo Los Angeles Downtown,$65 ,https://www.discoverlosangeles.com/event/2024/08/15/selena-paint-night-at-18-social-hotel-indigo-los-angeles-downtown
22,9 Years In The Valley Brewery Anniversary Party,"For nine years, 8one8 Brewing has been the heart of the brewing scene in the Valley, fostering community spirit and togetherness. As we celebrate our 9th anniversary, we invite you to join us for a special event that honors our past, celebrates our present, and looks forward to our future.",Aug 17,1:00PM - 11:59PM,8one8 Brewing,,https://www.discoverlosangeles.com/event/2024/08/17/9-years-in-the-valley-brewery-anniversary-party
23,Fool In Love Fest Feat Lionel Richie Diana Ross Nile Rodgers And More,"Fool in Love Fest feat. Lionel Richie, Diana Ross, Nile Rodgers and More",Aug 31,11:00AM - 8:00PM,Hollywood Park Grounds,"$1,200 ",https://www.discoverlosangeles.com/event/2024/08/31/fool-in-love-fest-feat-lionel-richie-diana-ross-nile-rodgers-and-more
24,Prints And Pinots Art Classes At Festival Of Arts,"Create a beautiful one-of-a-kind print! Using a variety of colorful handmade papers and hand cut relief blocks, students will learn the basics of monoprint and overprint techniques in this creative printmaking class led by professional printmaker Vinita Voogd. Beginners and all levels are invited – take home your finished masterpiece! All supplies and complimentary wine or beverage are included. Classes held in the Festival’s Art Center, presented by Bank of America. Reservations required, visit LagunaFestivalofArts.org.",Jul 11,8:30PM - 10:30PM,Festival of Arts,"$50 fee per person, per class; For adults 21 and up. ",https://www.discoverlosangeles.com/event/2024/07/11/prints-and-pinots-art-classes-at-festival-of-arts
25,Levitt Pavilion Los Angeles Summer Concert Series 2024,"Levitt Pavilion Los Angeles (Levitt LA) is celebrating its 17th annual concert series by presenting 10 world-class performances that are all free and open to everyone. The concerts will be held outdoors, under the stars, with the stunning backdrop of LA's skyline at MacArthur Park.
For 17 years, Levitt LA has been creating a sense of community through music. This summer, they will once again showcase the diverse cultural landscape of Los Angeles with a fantastic lineup of artists, transforming MacArthur Park into a vibrant and energized urban sonic oasis.
The electrifying lineup features international greats as well as LA's superstar talents performing a wide variety of genres including cumbia, ska, soul, reggae, and old-school hip-hop.
The 2024 season launches Saturday, June 22 (7-10 pm) with an amazing opening night a night of Cumbia with Vilma y La Sonora, La Diabla, Cumbia Fever DJ’s and Classical Around Town co-presented by the Los Angeles County Museum of Art (LACMA)
The incredible lineup of both local and international Latin artists continues throughout the summer with acclaimed artists as the incomparable Inspector from Monterrey Mexico, LA’s own Chencha Berrinches and La Pobreska a night presented by Radikal LA and Nothing Less. By way of Portland Oregon comes Y La Bamba, an American indie alternative/experimental band led by singer-songwriter and guitarist Luz Elena Mendoza.
Levitt LA has partnered with local organizations and producers to bring electrifying evenings of uniquely curated SoCal music.
Evoekore Media will present an exciting lineup of young upcoming Rockmanticas/Cumbia bands, including Red Store Bums, Flaco El Jandro, and Eastside Agents. Footlong Development is proud to present ""Wonder-Full,"" featuring DJs Spinna, Monalisa, and Cognito, who will ignite the stage with a soulful-themed dance party paying tribute to Stevie Wonder. No Easy Props presents the 30th Annual B-Boy Summit honoring Hip Hop culture, headlined by Special Ed and Egyptian Lover. There will be alternative sounds from Pearl and the Oysters, St. Panther, and Los Eclipses. Wrapping up the season on August 31, 2024 is an unmissable showcase from BMI Latin Music.",Jun 22,7:00PM - 10:00PM,Levitt Pavilion MacArthur Park,,https://www.discoverlosangeles.com/event/2024/06/22/levitt-pavilion-los-angeles-summer-concert-series-2024
26,Music Festival La Summer Concert,"Experience the ultimate summer concert presented by Music Festival LA! Join us for an extraordinary showcase featuring talented young musicians, including orchestras, bands, choirs, soloists, and chamber ensembles.
Our aim is to ignite a passion for music in the hearts of the younger generation and inspire a lifelong love for the performing arts. This concert marks the culmination of a year-long journey of self-development for participants in their school orchestras, bands, choirs, and ensembles, as well as the pinnacle of their intensive summer music camp. Don't miss this opportunity to witness the incredible talent and dedication of these rising stars!",Aug 4,5:00PM - 6:30PM,Colburn School: Thayer Hall,$20 ,https://www.discoverlosangeles.com/event/2024/08/04/music-festival-la-summer-concert
27,Dido Of Idaho,"The Echo Theater Company presents a very dark comedy about the lengths to which a woman might go for the love of a good man. Nora, a lovelorn baroque musicologist with a drinking problem, is head-over-heels for Michael, an English professor. Unfortunately, this particular good man has already been claimed by Crystal, a former Miss Idaho with a penchant for home manicures. When the extramarital hijinks go brutally awry, Nora flees to the Rocky Mountains to seek comfort from her estranged mother, Julie, and Julie’s new partner, Ethel. In her desperate bid to find compassion, Nora risks losing the only family she’s ever had — maybe forever. July 17-Aug. 26: Fridays at 8 p.m., Saturdays at 8 p.m., Sundays at 4 p.m., Mondays at 8 p.m.; Fridays/Saturdays/Sundays: $34; all Monday night performances are Pay-What-You-Want. The Echo Theater Company, Atwater Village Theatre, 3269 Casitas Ave., Los Angeles, CA 90039",Jul 19,8:00PM,Atwater Village Theatre,$34 ,https://www.discoverlosangeles.com/event/2024/07/19/dido-of-idaho
28,Charley Crockett,Texas-based singer-songwriter Charley Crockett takes his $10 Cowboy Tour to the Greek.,Aug 9,7:00PM - 9:00PM,Greek Theatre,$73 ,https://www.discoverlosangeles.com/event/2024/08/09/charley-crockett
29,Disneys The Hunchback Of Notre Dame Musical,"Step into the heart of Paris and experience the powerful tale of “The Hunchback of Notre Dame” at Nocturne Theatre. This evocative musical, inspired by Victor Hugo’s classic novel and the acclaimed Disney animated film, brings to life the story of love, acceptance, and heroism set against the backdrop of the iconic Notre Dame Cathedral.
Featuring a soaring score by the legendary Alan Menken, with lyrics by Stephen Schwartz, this production promises to mesmerize audiences with its breathtaking music and poignant storytelling. The stage adaptation of this timeless story captures the essence of Hugo’s vision, enhanced by the beloved melodies and new songs that add depth to the narrative.
Join us as we follow Quasimodo, the gentle bell-ringer of Notre Dame, and his journey to find acceptance and love in a world that shuns him. Alongside the courageous Esmeralda and the conflicted Claude Frollo, the story unfolds with themes of compassion, justice, and the resilience of the human spirit.
The Nocturne Theatre invites you to experience the grandeur and emotion of this compelling musical in an immersive in-the-round production. Witness the extraordinary cast and awe-inspiring performance up close, where the proximity to the actors and action brings you into the heart of the story. Be part of an unforgettable evening filled with dramatic moments, heart-wrenching performances, and a celebration of the enduring power of love and hope, all made more vivid by the intimate setting.
Secure your tickets now for “The Hunchback of Notre Dame” at Nocturne Theatre, and immerse yourself in a Broadway experience that transcends time and touches the soul.",Aug 9,8:00PM - 4:30PM,The Nocturne Theatre,,https://www.discoverlosangeles.com/event/2024/08/09/disneys-the-hunchback-of-notre-dame-musical
30,Drop In Workshops For Families Miniature Set Design,"Join us in the Shirley Temple Education Studio for August's Drop-in Workshop for Families: miniature set design!
The Education team invites families to join museum educators every month to be inspired by the museum’s exhibitions and screenings to create, learn, and have fun!
August’s Drop-in Workshop for Families focuses on miniature set design! From the early days of cinema to the present day, filmmakers have used miniature sets as practical effects to bring the worlds they imagined to life. Families can design and create their own miniature sets that they would love to see used in a future film! Join us in the Shirley Temple Education Studio to create your own mini-set!
Join us anytime from 12:30pm to 2:30pm in the Shirley Temple Education Studio on the museum’s Lower Level.
Workshop Dates: Saturday, August 10 and 17
If you have any questions or need assistance planning your visit, please email museumeducation@oscars.org.",Aug 10,12:30PM - 2:30PM,Academy Museum of Motion Pictures,,https://www.discoverlosangeles.com/event/2024/08/10/drop-in-workshops-for-families-miniature-set-design
31,Balancing Act,"Balancing Act is about an accountant who plans to escape with a large amount of embezzled money, but is visited at his New York apartment on the eve of his planned departure by a shy once-young lady from his accounting department who suspects there may be foul play afoot and ostensibly seeks his advice. He tries ever way he can think of to “keep her quiet” including escorting her to his bedroom.
Written by Frank Salisbury. Directed by David Datz. Starring Michael Kerr and Starina Johnson. Presented by Theatre 40.",Aug 11,2:00PM - 4:00PM,Theatre 40,$35 ,https://www.discoverlosangeles.com/event/2024/08/11/balancing-act
32,Los Angeles Dodgers Vs Philadelphia Phillies,Los Angeles Dodgers vs. Philadelphia Phillies,Aug 7,7:00PM - 10:00PM,Dodger Stadium,$260 ,https://www.discoverlosangeles.com/event/2024/08/07/los-angeles-dodgers-vs-philadelphia-phillies
